clustername	contigname
nneighs_17795	S5CS18097D-03-06_S0_L001CNODE_1246_length_11125_cov_9.703433
12145	S3CS18097D-03-11_S0_L001CNODE_22616_length_2521_cov_2.575426
405	S4CS18097D-03-12_S0_L001CNODE_4632_length_6042_cov_4.965926
15845	S4CS18097D-03-12_S0_L001CNODE_23031_length_2319_cov_1.573763
nneighs_2733	S4CS18097D-03-12_S0_L001CNODE_2762_length_8012_cov_10.412341
nneighs_2733	S5CS18097D-03-06_S0_L001CNODE_4432_length_5844_cov_7.567283
nneighs_2733	S1CS18097D-03-02_S0_L001CNODE_4361_length_6486_cov_12.481263
nneighs_2733	S2CS18097D-03-07_S0_L001CNODE_2399_length_7733_cov_9.231440
nneighs_2733	S3CS18097D-03-11_S0_L001CNODE_4497_length_6362_cov_9.242905
1873	S3CS18097D-03-11_S0_L001CNODE_11016_length_3859_cov_5.373291
23128	S1CS18097D-03-02_S0_L001CNODE_31166_length_2070_cov_3.522581
25262	S5CS18097D-03-06_S0_L001CNODE_25661_length_2015_cov_3.469388
1180	S5CS18097D-03-06_S0_L001CNODE_7207_length_4420_cov_5.469187
nneighs_14450	S4CS18097D-03-12_S0_L001CNODE_14572_length_3087_cov_4.723945
nneighs_14450	S2CS18097D-03-07_S0_L001CNODE_5982_length_4793_cov_6.843816
nneighs_14450	S3CS18097D-03-11_S0_L001CNODE_8466_length_4512_cov_5.282701
2317	S1CS18097D-03-02_S0_L001CNODE_12351_length_3637_cov_7.552485
4714	S1CS18097D-03-02_S0_L001CNODE_16925_length_3012_cov_2.950964
nneighs_20012	S3CS18097D-03-11_S0_L001CNODE_23195_length_2481_cov_11.035862
nneighs_20012	S5CS18097D-03-06_S0_L001CNODE_12844_length_3101_cov_7.923506
nneighs_14433	S5CS18097D-03-06_S0_L001CNODE_4273_length_5965_cov_36.773266
nneighs_14433	S2CS18097D-03-07_S0_L001CNODE_5876_length_4837_cov_3.659975
nneighs_14433	S3CS18097D-03-11_S0_L001CNODE_5132_length_5965_cov_49.913706
nneighs_14433	S4CS18097D-03-12_S0_L001CNODE_6561_length_4983_cov_5.653003
5515	S5CS18097D-03-06_S0_L001CNODE_14380_length_2895_cov_5.750000
3990	S1CS18097D-03-02_S0_L001CNODE_15739_length_3146_cov_8.552896
nneighs_6069	S1CS18097D-03-02_S0_L001CNODE_10495_length_4016_cov_12.378440
nneighs_6069	S2CS18097D-03-07_S0_L001CNODE_2440_length_7661_cov_6.231265
nneighs_18848	S4CS18097D-03-12_S0_L001CNODE_25711_length_2165_cov_4.215166
nneighs_18848	S3CS18097D-03-11_S0_L001CNODE_11925_length_3683_cov_3.525083
nneighs_18848	S4CS18097D-03-12_S0_L001CNODE_19357_length_2584_cov_4.058126
nneighs_18848	S3CS18097D-03-11_S0_L001CNODE_24454_length_2407_cov_3.755102
nneighs_16354	S2CS18097D-03-07_S0_L001CNODE_17730_length_2520_cov_3.260852
nneighs_16354	S5CS18097D-03-06_S0_L001CNODE_17296_length_2584_cov_3.833926
19153	S2CS18097D-03-07_S0_L001CNODE_22306_length_2189_cov_7.719775
512	S1CS18097D-03-02_S0_L001CNODE_5749_length_5644_cov_4.342637
23552	S5CS18097D-03-06_S0_L001CNODE_24781_length_2059_cov_3.775449
16110	S1CS18097D-03-02_S0_L001CNODE_26059_length_2308_cov_4.000444
nneighs_19166	S5CS18097D-03-06_S0_L001CNODE_9056_length_3845_cov_34.620580
nneighs_19166	S3CS18097D-03-11_S0_L001CNODE_14946_length_3238_cov_71.127238
nneighs_19166	S3CS18097D-03-11_S0_L001CNODE_28622_length_2190_cov_69.899766
nneighs_4236	S1CS18097D-03-02_S0_L001CNODE_30087_length_2113_cov_3.431001
nneighs_4236	S3CS18097D-03-11_S0_L001CNODE_14759_length_3261_cov_25.746101
nneighs_4236	S4CS18097D-03-12_S0_L001CNODE_2187_length_8992_cov_5.013204
nneighs_4236	S3CS18097D-03-11_S0_L001CNODE_20876_length_2651_cov_9.313945
nneighs_4236	S5CS18097D-03-06_S0_L001CNODE_12162_length_3211_cov_6.539607
nneighs_4236	S2CS18097D-03-07_S0_L001CNODE_2668_length_7333_cov_7.803380
nneighs_4236	S5CS18097D-03-06_S0_L001CNODE_25042_length_2045_cov_19.395477
nneighs_4236	S2CS18097D-03-07_S0_L001CNODE_19507_length_2375_cov_7.363362
nneighs_4236	S5CS18097D-03-06_S0_L001CNODE_14638_length_2862_cov_18.128607
nneighs_4236	S1CS18097D-03-02_S0_L001CNODE_6967_length_5082_cov_8.999801
nneighs_15873	S4CS18097D-03-12_S0_L001CNODE_14085_length_3152_cov_12.532128
nneighs_15873	S2CS18097D-03-07_S0_L001CNODE_14794_length_2804_cov_14.011641
nneighs_15873	S5CS18097D-03-06_S0_L001CNODE_20317_length_2332_cov_15.475626
nneighs_15873	S3CS18097D-03-11_S0_L001CNODE_23298_length_2475_cov_22.408678
nneighs_9812	S2CS18097D-03-07_S0_L001CNODE_13495_length_2966_cov_17.883545
nneighs_9812	S3CS18097D-03-11_S0_L001CNODE_14391_length_3310_cov_17.518280
nneighs_9812	S5CS18097D-03-06_S0_L001CNODE_15369_length_2780_cov_11.942018
nneighs_9812	S1CS18097D-03-02_S0_L001CNODE_19591_length_2747_cov_13.621100
nneighs_9812	S4CS18097D-03-12_S0_L001CNODE_12649_length_3377_cov_15.447622
8763	S5CS18097D-03-06_S0_L001CNODE_8693_length_3954_cov_6.921262
nneighs_3656	S4CS18097D-03-12_S0_L001CNODE_14611_length_3082_cov_12.469111
nneighs_3656	S2CS18097D-03-07_S0_L001CNODE_7839_length_4100_cov_4.930284
nneighs_3656	S3CS18097D-03-11_S0_L001CNODE_12493_length_3589_cov_12.271081
nneighs_3656	S1CS18097D-03-02_S0_L001CNODE_5951_length_5555_cov_4.978364
nneighs_3656	S5CS18097D-03-06_S0_L001CNODE_4879_length_5549_cov_8.376957
nneighs_3656	S4CS18097D-03-12_S0_L001CNODE_15940_length_2920_cov_9.334380
nneighs_19577	S3CS18097D-03-11_S0_L001CNODE_18890_length_2807_cov_3.375727
nneighs_19577	S5CS18097D-03-06_S0_L001CNODE_24685_length_2064_cov_3.204579
20366	S1CS18097D-03-02_S0_L001CNODE_29265_length_2150_cov_3.336993
13132	S3CS18097D-03-11_S0_L001CNODE_23521_length_2462_cov_3.595347
586	S5CS18097D-03-06_S0_L001CNODE_5036_length_5452_cov_5.237725
586	S3CS18097D-03-11_S0_L001CNODE_9184_length_4312_cov_7.159737
481	S1CS18097D-03-02_S0_L001CNODE_5562_length_5733_cov_17.628038
1254	S2CS18097D-03-07_S0_L001CNODE_7103_length_4350_cov_3.443306
nneighs_1995	S5CS18097D-03-06_S0_L001CNODE_24220_length_2089_cov_3.239430
nneighs_1995	S2CS18097D-03-07_S0_L001CNODE_9565_length_3640_cov_4.601674
nneighs_1995	S1CS18097D-03-02_S0_L001CNODE_3094_length_7666_cov_7.350020
nneighs_1995	S3CS18097D-03-11_S0_L001CNODE_26466_length_2295_cov_3.920982
nneighs_1995	S4CS18097D-03-12_S0_L001CNODE_2929_length_7750_cov_6.516959
nneighs_1995	S5CS18097D-03-06_S0_L001CNODE_10013_length_3619_cov_3.734848
nneighs_1995	S2CS18097D-03-07_S0_L001CNODE_22128_length_2201_cov_3.468779
nneighs_1995	S3CS18097D-03-11_S0_L001CNODE_18860_length_2811_cov_3.567852
23084	S4CS18097D-03-12_S0_L001CNODE_27624_length_2071_cov_22.559524
nneighs_5693	S2CS18097D-03-07_S0_L001CNODE_8604_length_3880_cov_6.816471
nneighs_5693	S5CS18097D-03-06_S0_L001CNODE_7930_length_4174_cov_6.270211
nneighs_5693	S3CS18097D-03-11_S0_L001CNODE_11197_length_3822_cov_7.260950
nneighs_5693	S1CS18097D-03-02_S0_L001CNODE_9748_length_4207_cov_6.959538
nneighs_5693	S4CS18097D-03-12_S0_L001CNODE_7697_length_4567_cov_7.167996
nneighs_7913	S2CS18097D-03-07_S0_L001CNODE_11351_length_3283_cov_19.521066
nneighs_7913	S3CS18097D-03-11_S0_L001CNODE_14154_length_3341_cov_18.634510
nneighs_7913	S1CS18097D-03-02_S0_L001CNODE_14682_length_3279_cov_11.131824
nneighs_7913	S4CS18097D-03-12_S0_L001CNODE_13198_length_3284_cov_12.805203
nneighs_7913	S5CS18097D-03-06_S0_L001CNODE_11362_length_3341_cov_15.655204
871	S4CS18097D-03-12_S0_L001CNODE_7412_length_4670_cov_8.696208
871	S4CS18097D-03-12_S0_L001CNODE_6928_length_4840_cov_7.356531
18927	S1CS18097D-03-02_S0_L001CNODE_28199_length_2199_cov_2.613806
24368	S3CS18097D-03-11_S0_L001CNODE_32325_length_2038_cov_2.849218
650	S5CS18097D-03-06_S0_L001CNODE_5302_length_5308_cov_7.408528
12357	S2CS18097D-03-07_S0_L001CNODE_17855_length_2508_cov_2.865879
nneighs_9486	S1CS18097D-03-02_S0_L001CNODE_18650_length_2837_cov_4.537024
nneighs_9486	S4CS18097D-03-12_S0_L001CNODE_23846_length_2268_cov_6.020334
nneighs_9486	S3CS18097D-03-11_S0_L001CNODE_30865_length_2094_cov_15.349681
nneighs_9486	S2CS18097D-03-07_S0_L001CNODE_9848_length_3578_cov_8.681521
nneighs_9486	S1CS18097D-03-02_S0_L001CNODE_26193_length_2300_cov_16.773274
19742	S1CS18097D-03-02_S0_L001CNODE_28829_length_2170_cov_3.700709
nneighs_7116	S1CS18097D-03-02_S0_L001CNODE_12818_length_3563_cov_4.265678
nneighs_7116	S4CS18097D-03-12_S0_L001CNODE_5850_length_5309_cov_8.046441
nneighs_7116	S2CS18097D-03-07_S0_L001CNODE_12276_length_3133_cov_3.527290
nneighs_7116	S1CS18097D-03-02_S0_L001CNODE_23381_length_2467_cov_4.470149
2196	S5CS18097D-03-06_S0_L001CNODE_9684_length_3692_cov_3.687655
nneighs_2256	S3CS18097D-03-11_S0_L001CNODE_4091_length_6671_cov_17.096886
nneighs_2256	S1CS18097D-03-02_S0_L001CNODE_8678_length_4499_cov_9.288254
nneighs_2256	S2CS18097D-03-07_S0_L001CNODE_22206_length_2196_cov_5.917795
nneighs_2256	S2CS18097D-03-07_S0_L001CNODE_2669_length_7328_cov_8.735460
nneighs_2256	S3CS18097D-03-11_S0_L001CNODE_4685_length_6240_cov_16.914794
nneighs_2256	S2CS18097D-03-07_S0_L001CNODE_16992_length_2584_cov_8.521550
nneighs_2256	S5CS18097D-03-06_S0_L001CNODE_10968_length_3419_cov_17.643579
nneighs_2256	S1CS18097D-03-02_S0_L001CNODE_3559_length_7161_cov_10.809457
nneighs_2256	S4CS18097D-03-12_S0_L001CNODE_990_length_13115_cov_9.301072
nneighs_2256	S5CS18097D-03-06_S0_L001CNODE_2079_length_8733_cov_14.013713
21380	S3CS18097D-03-11_S0_L001CNODE_30231_length_2120_cov_5.174818
nneighs_13595	S3CS18097D-03-11_S0_L001CNODE_22996_length_2495_cov_8.168033
nneighs_13595	S1CS18097D-03-02_S0_L001CNODE_32319_length_2022_cov_3.609049
15500	S2CS18097D-03-07_S0_L001CNODE_20049_length_2335_cov_5.303947
14320	S4CS18097D-03-12_S0_L001CNODE_21865_length_2395_cov_4.179487
2139	S1CS18097D-03-02_S0_L001CNODE_11914_length_3719_cov_4.600710
nneighs_17871	S5CS18097D-03-06_S0_L001CNODE_17897_length_2528_cov_5.747271
nneighs_17871	S5CS18097D-03-06_S0_L001CNODE_5966_length_4938_cov_5.996314
nneighs_17871	S3CS18097D-03-11_S0_L001CNODE_2439_length_8731_cov_10.134163
20536	S2CS18097D-03-07_S0_L001CNODE_23311_length_2132_cov_2.995667
20536	S1CS18097D-03-02_S0_L001CNODE_29392_length_2145_cov_2.688038
nneighs_9655	S5CS18097D-03-06_S0_L001CNODE_20280_length_2335_cov_13.039474
nneighs_9655	S1CS18097D-03-02_S0_L001CNODE_19122_length_2789_cov_6.146672
nneighs_9655	S2CS18097D-03-07_S0_L001CNODE_18994_length_2414_cov_6.233997
nneighs_9655	S3CS18097D-03-11_S0_L001CNODE_16672_length_3030_cov_14.103193
nneighs_9655	S4CS18097D-03-12_S0_L001CNODE_15816_length_2935_cov_4.065625
15651	S1CS18097D-03-02_S0_L001CNODE_25685_length_2328_cov_4.386714
22265	S1CS18097D-03-02_S0_L001CNODE_30572_length_2094_cov_3.269740
nneighs_18252	S5CS18097D-03-06_S0_L001CNODE_5403_length_5255_cov_4.559038
nneighs_18252	S3CS18097D-03-11_S0_L001CNODE_6380_length_5267_cov_5.994628
4820	S5CS18097D-03-06_S0_L001CNODE_13548_length_2998_cov_4.641182
24086	S3CS18097D-03-11_S0_L001CNODE_32105_length_2045_cov_2.811558
nneighs_10391	S1CS18097D-03-02_S0_L001CNODE_21261_length_2611_cov_5.895149
nneighs_10391	S5CS18097D-03-06_S0_L001CNODE_15456_length_2772_cov_4.979389
nneighs_10391	S4CS18097D-03-12_S0_L001CNODE_17759_length_2730_cov_3.574953
nneighs_10391	S3CS18097D-03-11_S0_L001CNODE_21022_length_2640_cov_6.008511
15352	S3CS18097D-03-11_S0_L001CNODE_25589_length_2342_cov_2.371666
3251	S5CS18097D-03-06_S0_L001CNODE_11475_length_3323_cov_3.420135
19055	S1CS18097D-03-02_S0_L001CNODE_28343_length_2193_cov_3.085126
4691	S3CS18097D-03-11_S0_L001CNODE_16805_length_3017_cov_3.084065
nneighs_13418	S2CS18097D-03-07_S0_L001CNODE_17968_length_2498_cov_6.723700
nneighs_13418	S1CS18097D-03-02_S0_L001CNODE_31547_length_2054_cov_4.972986
2629	S4CS18097D-03-12_S0_L001CNODE_11824_length_3517_cov_4.062969
nneighs_5601	S4CS18097D-03-12_S0_L001CNODE_25238_length_2189_cov_9.427835
nneighs_5601	S5CS18097D-03-06_S0_L001CNODE_14448_length_2884_cov_10.964298
nneighs_5601	S1CS18097D-03-02_S0_L001CNODE_9549_length_4261_cov_12.033761
4936	S5CS18097D-03-06_S0_L001CNODE_13693_length_2981_cov_6.337321
20929	S2CS18097D-03-07_S0_L001CNODE_23292_length_2133_cov_3.225698
13407	S4CS18097D-03-12_S0_L001CNODE_21194_length_2446_cov_6.930155
25438	S3CS18097D-03-11_S0_L001CNODE_33066_length_2011_cov_2.626278
1640	S4CS18097D-03-12_S0_L001CNODE_9636_length_4002_cov_2.692425
18221	S3CS18097D-03-11_S0_L001CNODE_27918_length_2225_cov_3.990783
21065	S2CS18097D-03-07_S0_L001CNODE_23357_length_2129_cov_3.763259
nneighs_3320	S1CS18097D-03-02_S0_L001CNODE_5377_length_5835_cov_7.900519
nneighs_3320	S3CS18097D-03-11_S0_L001CNODE_27915_length_2225_cov_7.300000
nneighs_16071	S3CS18097D-03-11_S0_L001CNODE_9430_length_4239_cov_3.822897
nneighs_16071	S5CS18097D-03-06_S0_L001CNODE_16193_length_2695_cov_7.383712
nneighs_16071	S2CS18097D-03-07_S0_L001CNODE_15961_length_2684_cov_3.772537
nneighs_16071	S5CS18097D-03-06_S0_L001CNODE_20110_length_2348_cov_4.010031
nneighs_16071	S4CS18097D-03-12_S0_L001CNODE_21154_length_2450_cov_3.941127
1108	S3CS18097D-03-11_S0_L001CNODE_8508_length_4501_cov_7.678812
1487	S5CS18097D-03-06_S0_L001CNODE_8089_length_4131_cov_13.325810
nneighs_5390	S2CS18097D-03-07_S0_L001CNODE_25849_length_2001_cov_3.196300
nneighs_5390	S1CS18097D-03-02_S0_L001CNODE_9123_length_4375_cov_5.727546
5118	S3CS18097D-03-11_S0_L001CNODE_17442_length_2949_cov_3.220802
145	S4CS18097D-03-12_S0_L001CNODE_2086_length_9174_cov_3.859195
nneighs_10340	S4CS18097D-03-12_S0_L001CNODE_16840_length_2821_cov_11.556761
nneighs_10340	S1CS18097D-03-02_S0_L001CNODE_21097_length_2623_cov_15.286994
nneighs_10340	S3CS18097D-03-11_S0_L001CNODE_20072_length_2710_cov_17.669303
nneighs_10340	S5CS18097D-03-06_S0_L001CNODE_16910_length_2623_cov_10.770639
nneighs_10340	S2CS18097D-03-07_S0_L001CNODE_15571_length_2720_cov_12.803377
5397	S1CS18097D-03-02_S0_L001CNODE_17850_length_2912_cov_3.328316
17272	S3CS18097D-03-11_S0_L001CNODE_27189_length_2262_cov_2.802447
764	S4CS18097D-03-12_S0_L001CNODE_6334_length_5073_cov_10.011558
nneighs_8359	S3CS18097D-03-11_S0_L001CNODE_12556_length_3578_cov_8.206358
nneighs_8359	S5CS18097D-03-06_S0_L001CNODE_13275_length_3038_cov_5.450218
nneighs_8359	S1CS18097D-03-02_S0_L001CNODE_15719_length_3149_cov_4.715579
19330	S2CS18097D-03-07_S0_L001CNODE_22387_length_2184_cov_4.237201
nneighs_21109	S4CS18097D-03-12_S0_L001CNODE_26922_length_2106_cov_9.307167
nneighs_21109	S5CS18097D-03-06_S0_L001CNODE_23795_length_2112_cov_8.672825
nneighs_8303	S4CS18097D-03-12_S0_L001CNODE_17160_length_2789_cov_5.428676
nneighs_8303	S1CS18097D-03-02_S0_L001CNODE_15600_length_3165_cov_8.192605
9717	S5CS18097D-03-06_S0_L001CNODE_24290_length_2085_cov_2.575369
9717	S4CS18097D-03-12_S0_L001CNODE_27940_length_2056_cov_2.949025
9717	S5CS18097D-03-06_S0_L001CNODE_20154_length_2345_cov_3.403493
9717	S5CS18097D-03-06_S0_L001CNODE_13571_length_2996_cov_2.448147
9717	S4CS18097D-03-12_S0_L001CNODE_29202_length_2001_cov_3.228160
9717	S5CS18097D-03-06_S0_L001CNODE_22862_length_2168_cov_3.977757
9717	S5CS18097D-03-06_S0_L001CNODE_18454_length_2484_cov_3.375875
9717	S5CS18097D-03-06_S0_L001CNODE_18229_length_2502_cov_3.281569
9717	S5CS18097D-03-06_S0_L001CNODE_18839_length_2451_cov_2.871035
9717	S5CS18097D-03-06_S0_L001CNODE_14944_length_2826_cov_3.260195
9717	S3CS18097D-03-11_S0_L001CNODE_30538_length_2108_cov_2.226498
9717	S5CS18097D-03-06_S0_L001CNODE_19553_length_2390_cov_3.346467
9717	S3CS18097D-03-11_S0_L001CNODE_25738_length_2333_cov_2.934153
9717	S5CS18097D-03-06_S0_L001CNODE_18631_length_2469_cov_2.622204
9717	S4CS18097D-03-12_S0_L001CNODE_28467_length_2033_cov_2.183519
9717	S5CS18097D-03-06_S0_L001CNODE_13154_length_3057_cov_2.438708
9717	S5CS18097D-03-06_S0_L001CNODE_17426_length_2570_cov_3.014712
9717	S5CS18097D-03-06_S0_L001CNODE_19397_length_2402_cov_2.509587
9717	S5CS18097D-03-06_S0_L001CNODE_16362_length_2680_cov_2.449143
18038	S4CS18097D-03-12_S0_L001CNODE_24499_length_2231_cov_13.305147
10784	S1CS18097D-03-02_S0_L001CNODE_21116_length_2622_cov_5.654460
nneighs_8325	S3CS18097D-03-11_S0_L001CNODE_4859_length_6132_cov_41.362185
nneighs_8325	S1CS18097D-03-02_S0_L001CNODE_15650_length_3159_cov_11.580863
nneighs_8325	S5CS18097D-03-06_S0_L001CNODE_2005_length_8883_cov_27.314227
8168	S5CS18097D-03-06_S0_L001CNODE_4770_length_5607_cov_20.925252
1794	S3CS18097D-03-11_S0_L001CNODE_10838_length_3899_cov_3.255723
nneighs_13025	S3CS18097D-03-11_S0_L001CNODE_32148_length_2043_cov_5.856640
nneighs_13025	S1CS18097D-03-02_S0_L001CNODE_29966_length_2118_cov_42.462918
nneighs_18153	S3CS18097D-03-11_S0_L001CNODE_5433_length_5778_cov_3.785602
nneighs_18153	S3CS18097D-03-11_S0_L001CNODE_16316_length_3069_cov_3.764764
nneighs_18153	S5CS18097D-03-06_S0_L001CNODE_7120_length_4454_cov_3.576722
5088	S4CS18097D-03-12_S0_L001CNODE_15645_length_2954_cov_6.319420
20585	S5CS18097D-03-06_S0_L001CNODE_23252_length_2144_cov_3.871230
nneighs_9639	S1CS18097D-03-02_S0_L001CNODE_19084_length_2793_cov_12.483199
nneighs_9639	S5CS18097D-03-06_S0_L001CNODE_24125_length_2094_cov_4.370280
17799	S2CS18097D-03-07_S0_L001CNODE_21446_length_2241_cov_5.119854
nneighs_19738	S3CS18097D-03-11_S0_L001CNODE_20607_length_2670_cov_2.583556
nneighs_19738	S5CS18097D-03-06_S0_L001CNODE_24063_length_2098_cov_2.504650
nneighs_4957	S2CS18097D-03-07_S0_L001CNODE_10510_length_3443_cov_6.492916
nneighs_4957	S1CS18097D-03-02_S0_L001CNODE_8332_length_4606_cov_6.600088
10548	S1CS18097D-03-02_S0_L001CNODE_20735_length_2651_cov_12.986518
nneighs_198	S4CS18097D-03-12_S0_L001CNODE_2384_length_8628_cov_12.063805
nneighs_198	S1CS18097D-03-02_S0_L001CNODE_322_length_19585_cov_20.669688
nneighs_198	S5CS18097D-03-06_S0_L001CNODE_25839_length_2006_cov_9.659149
nneighs_198	S1CS18097D-03-02_S0_L001CNODE_1750_length_10058_cov_16.776867
nneighs_198	S3CS18097D-03-11_S0_L001CNODE_151_length_26665_cov_13.829914
nneighs_198	S3CS18097D-03-11_S0_L001CNODE_26233_length_2306_cov_8.970235
nneighs_198	S1CS18097D-03-02_S0_L001CNODE_25218_length_2354_cov_10.158765
nneighs_198	S4CS18097D-03-12_S0_L001CNODE_299_length_21806_cov_13.535148
nneighs_198	S2CS18097D-03-07_S0_L001CNODE_108_length_29464_cov_10.290013
nneighs_198	S5CS18097D-03-06_S0_L001CNODE_20036_length_2354_cov_6.264898
nneighs_198	S5CS18097D-03-06_S0_L001CNODE_15967_length_2716_cov_11.406614
nneighs_198	S5CS18097D-03-06_S0_L001CNODE_305_length_19564_cov_10.082987
nneighs_198	S5CS18097D-03-06_S0_L001CNODE_3056_length_7186_cov_10.201374
nneighs_198	S2CS18097D-03-07_S0_L001CNODE_5190_length_5175_cov_10.405469
nneighs_198	S1CS18097D-03-02_S0_L001CNODE_4238_length_6572_cov_21.382385
nneighs_198	S3CS18097D-03-11_S0_L001CNODE_4150_length_6630_cov_13.344030
nneighs_198	S4CS18097D-03-12_S0_L001CNODE_14662_length_3076_cov_14.540218
761	S4CS18097D-03-12_S0_L001CNODE_6313_length_5080_cov_3.614726
20629	S5CS18097D-03-06_S0_L001CNODE_23266_length_2143_cov_5.368774
816	S2CS18097D-03-07_S0_L001CNODE_5644_length_4944_cov_15.722029
76	S4CS18097D-03-12_S0_L001CNODE_1265_length_11739_cov_7.926138
13215	S2CS18097D-03-07_S0_L001CNODE_18477_length_2458_cov_2.812734
2975	S4CS18097D-03-12_S0_L001CNODE_12478_length_3406_cov_2.834975
nneighs_19501	S3CS18097D-03-11_S0_L001CNODE_18160_length_2876_cov_11.925558
nneighs_19501	S5CS18097D-03-06_S0_L001CNODE_12184_length_3207_cov_7.492703
nneighs_15900	S5CS18097D-03-06_S0_L001CNODE_10148_length_3588_cov_11.767620
nneighs_15900	S2CS18097D-03-07_S0_L001CNODE_14990_length_2780_cov_6.784587
nneighs_15900	S3CS18097D-03-11_S0_L001CNODE_8858_length_4402_cov_20.511847
nneighs_929	S3CS18097D-03-11_S0_L001CNODE_1296_length_11833_cov_6.712600
nneighs_929	S4CS18097D-03-12_S0_L001CNODE_21539_length_2420_cov_2.399577
nneighs_929	S2CS18097D-03-07_S0_L001CNODE_8499_length_3908_cov_3.160914
nneighs_929	S5CS18097D-03-06_S0_L001CNODE_2313_length_8292_cov_4.543280
nneighs_929	S1CS18097D-03-02_S0_L001CNODE_1433_length_10996_cov_4.372178
nneighs_577	S2CS18097D-03-07_S0_L001CNODE_3302_length_6582_cov_5.357898
nneighs_577	S4CS18097D-03-12_S0_L001CNODE_729_length_15196_cov_5.206195
nneighs_577	S1CS18097D-03-02_S0_L001CNODE_16449_length_3063_cov_5.320146
nneighs_577	S2CS18097D-03-07_S0_L001CNODE_4768_length_5414_cov_4.957828
nneighs_577	S1CS18097D-03-02_S0_L001CNODE_902_length_13214_cov_6.066494
2230	S5CS18097D-03-06_S0_L001CNODE_9756_length_3677_cov_4.181391
nneighs_9986	S3CS18097D-03-11_S0_L001CNODE_33192_length_2006_cov_6.075346
nneighs_9986	S1CS18097D-03-02_S0_L001CNODE_32736_length_2006_cov_5.941568
nneighs_9986	S5CS18097D-03-06_S0_L001CNODE_9821_length_3663_cov_5.086197
nneighs_9986	S4CS18097D-03-12_S0_L001CNODE_9760_length_3968_cov_6.478661
nneighs_9986	S2CS18097D-03-07_S0_L001CNODE_4436_length_5626_cov_8.320589
nneighs_9986	S1CS18097D-03-02_S0_L001CNODE_20076_length_2708_cov_5.744817
nneighs_9986	S3CS18097D-03-11_S0_L001CNODE_25717_length_2334_cov_5.901711
nneighs_7318	S4CS18097D-03-12_S0_L001CNODE_8949_length_4183_cov_9.209302
nneighs_7318	S3CS18097D-03-11_S0_L001CNODE_27779_length_2231_cov_8.415901
nneighs_7318	S4CS18097D-03-12_S0_L001CNODE_12702_length_3368_cov_10.889828
nneighs_7318	S5CS18097D-03-06_S0_L001CNODE_21885_length_2231_cov_9.022059
nneighs_7318	S1CS18097D-03-02_S0_L001CNODE_13257_length_3487_cov_7.150058
nneighs_7318	S2CS18097D-03-07_S0_L001CNODE_8013_length_4047_cov_11.882515
20271	S1CS18097D-03-02_S0_L001CNODE_29188_length_2153_cov_5.105815
nneighs_12024	S2CS18097D-03-07_S0_L001CNODE_6502_length_4584_cov_7.532347
nneighs_12024	S3CS18097D-03-11_S0_L001CNODE_21986_length_2568_cov_4.812973
nneighs_12024	S4CS18097D-03-12_S0_L001CNODE_2079_length_9192_cov_8.602058
nneighs_12024	S2CS18097D-03-07_S0_L001CNODE_8381_length_3946_cov_6.702133
nneighs_12024	S3CS18097D-03-11_S0_L001CNODE_554_length_16646_cov_4.430836
nneighs_12024	S2CS18097D-03-07_S0_L001CNODE_8613_length_3877_cov_7.272109
nneighs_12024	S5CS18097D-03-06_S0_L001CNODE_5322_length_5296_cov_5.318069
nneighs_12024	S2CS18097D-03-07_S0_L001CNODE_9594_length_3634_cov_7.484213
nneighs_12024	S1CS18097D-03-02_S0_L001CNODE_27639_length_2227_cov_3.301565
nneighs_12024	S5CS18097D-03-06_S0_L001CNODE_719_length_14187_cov_5.636286
nneighs_12024	S3CS18097D-03-11_S0_L001CNODE_2885_length_8024_cov_3.998243
nneighs_12024	S2CS18097D-03-07_S0_L001CNODE_835_length_12630_cov_7.121352
nneighs_12024	S1CS18097D-03-02_S0_L001CNODE_26370_length_2291_cov_3.024150
nneighs_12024	S3CS18097D-03-11_S0_L001CNODE_23031_length_2493_cov_3.782609
nneighs_12024	S4CS18097D-03-12_S0_L001CNODE_436_length_19113_cov_8.777574
18277	S2CS18097D-03-07_S0_L001CNODE_21768_length_2222_cov_3.283341
nneighs_17114	S2CS18097D-03-07_S0_L001CNODE_22338_length_2187_cov_13.306285
nneighs_17114	S4CS18097D-03-12_S0_L001CNODE_20612_length_2488_cov_10.369914
nneighs_5208	S3CS18097D-03-11_S0_L001CNODE_9962_length_4098_cov_13.108088
nneighs_5208	S5CS18097D-03-06_S0_L001CNODE_17429_length_2569_cov_9.439141
nneighs_5208	S2CS18097D-03-07_S0_L001CNODE_16443_length_2635_cov_10.308527
nneighs_5208	S5CS18097D-03-06_S0_L001CNODE_23279_length_2142_cov_8.091040
nneighs_5208	S1CS18097D-03-02_S0_L001CNODE_8788_length_4467_cov_14.917951
nneighs_5208	S4CS18097D-03-12_S0_L001CNODE_13530_length_3235_cov_12.438050
nneighs_17803	S5CS18097D-03-06_S0_L001CNODE_3622_length_6536_cov_8.045209
nneighs_17803	S3CS18097D-03-11_S0_L001CNODE_1832_length_10008_cov_7.315583
